Agency,Year,Region,Current Year Jurisdiction total operating budget,Population,Total number of parks,Total number of non-park sites,Total number of FTEs
Woodbury (City of),2020,MN,35753983.0,71306.0,55,,59
Woodbury (City of),2021,MN,38794650.0,76593.0,52,1,77
Woodbury (City of),2017,MN,85426677.0,69240.0,51,0,75
Woodbury (City of),2018,MN,84169680.0,,52,0,75
Woodbury (City of),2019,MN,35701950.0,71622.0,55,,71
Woodbury (City of),2015,MN,30687612.0,67875.0,54,5,50
Woodbury (City of),2014,MN,63361631.0,66807.0,46,0,
Minnesota Recreation and Parks Association,2015,MN,,,,,
Shakopee (City of),2014,MN,,37076.0,34,0,5
Shakopee (City of),2017,MN,24253200.0,41254.0,34,0,24
Mankato (City of),2013,MN,,,23,10,12
Raymore (City of),2016,MO,17500000.0,20374.0,,,
Raymore (City of),2019,MO,1500000.0,22000.0,7,5,25
Raymore (City of),2020,MO,15500000.0,22194.0,,,
Northampton County Recreation Department,2015,NC,225738.0,20463.0,,,
Northampton County Recreation Department,2014,NC,,21325.0,,,1
Friends of Southwest Virginia,2014,VA,,,,,
Hardeeville (City of) Parks and Recreation,2015,SC,273712.0,6500.0,3,0,1
Los Angeles (City of) Department of Recreation and Parks,2014,CA,,,,,
Stillwater Parks and Recreation,2022,OK,,,,,
Coon Rapids (City of),2018,MN,30770521.0,62000.0,,,
Lakeland (City of),2016,FL,530217651.0,102507.0,60,1,268
Lakeland (City of),2017,FL,471241483.0,106000.0,61,1,290
Lakeland (City of),2015,,,,,,0
Lakeland (City of),2013,FL,537184135.0,100710.0,,,
Washington Parks and Recreation Department,2014,NC,,9811.0,,,
Spring Lake Recreation Department,2014,NC,7574739.0,13057.0,5,0,13
El Dorado Parks and Recreation,2014,KS,1144248.0,13026.0,14,5,15
El Dorado Parks and Recreation,2013,KS,1144248.0,13026.0,14,5,15
Wheat Ridge (City of),2015,CO,31853483.0,30920.0,26,5,98
Wheat Ridge (City of),2014,CO,30542923.0,30920.0,21,1,48
Wheat Ridge (City of),2017,CO,35010000.0,30965.0,26,5,99
Wheat Ridge (City of),2016,CO,34337545.0,30965.0,26,5,103
Wheat Ridge (City of),2018,CO,36453595.0,31344.0,26,5,91
Wheat Ridge (City of),2020,CO,39435240.0,30166.0,26,5,96
Oklahoma City Parks and Recreation Department,2020,OK,731610292.0,655057.0,171,,295
Oklahoma City Parks and Recreation Department,2021,OK,33571497.0,681054.0,196,335,
Oklahoma City Parks and Recreation Department,2022,OK,49136983.0,1008000.0,196,,
Oklahoma City Parks and Recreation Department,2018,OK,642564564.0,675000.0,160,9,279
Oklahoma City Parks and Recreation Department,2019,OK,701046337.0,649021.0,171,,350
Oklahoma City Parks and Recreation Department,2017,OK,,620015.0,156,0,
Stafford County Parks Recreation and Community Facilities,2017,VA,516054217.0,144361.0,19,51,123
Stafford County Parks Recreation and Community Facilities,2016,VA,499080151.0,139992.0,19,50,115
Stafford County Parks Recreation and Community Facilities,2019,VA,577277559.0,149960.0,19,51,119
Stafford County Parks Recreation and Community Facilities,2018,VA,560915579.0,146649.0,19,51,124
Stafford County Parks Recreation and Community Facilities,2014,VA,,,,,
Stafford County Parks Recreation and Community Facilities,2022,VA,695494409.0,156927.0,20,51,54
Stafford County Parks Recreation and Community Facilities,2021,VA,636876655.0,152882.0,19,51,79
Stafford County Parks Recreation and Community Facilities,2020,VA,577277559.0,149960.0,19,51,119
Hammond Area Recreation District N 1,2014,LA,2748428.0,20337.0,,,
Baltimore City Recreation and Parks,2018,MD,,611648.0,,,
Baltimore City Recreation and Parks,2019,MD,2554000000.0,621849.0,267,0,311
Baltimore City Recreation and Parks,2016,MD,2554000000.0,621849.0,267,0,311
Baltimore City Recreation and Parks,2017,MD,2554000000.0,621849.0,267,0,311
Baltimore City Recreation and Parks,2020,MD,2927937780.0,621849.0,267,0,314
Baltimore City Recreation and Parks,2021,MD,3024016235.0,583923.0,267,0,472
Clifton Recreation Department,2022,,,,,,
Clifton Recreation Department,2013,NJ,,85390.0,,,
City Park Conservancy,2016,,,,,,
City Park Conservancy,2022,LA,20973000.0,331893745.0,1,0,72
City Park Conservancy,2021,LA,17509239.0,383997.0,1,0,172
Franklin Township Department of Parks and Recreation,2014,NJ,60000000.0,,,,27
Somerset (City of) Parks and Recreation,2014,KY,64890875.0,11447.0,12,2,22
Somerset (City of) Parks and Recreation,2018,KY,67049636.0,11196.0,11,2,33
Owensboro Parks and Recreation,2018,KY,120467008.0,59404.0,24,3,96
Owensboro Parks and Recreation,2014,KY,84975128.0,57412.0,24,7,17
Owensboro Parks and Recreation,2022,KY,168369783.0,60011.0,24,3,63
Clarksville Parks and Recreation,2014,IN,2203555.0,21400.0,13,0,
Clarksville Parks and Recreation,2017,IN,2698560.0,21724.0,13,0,22
Evansville Department of Parks and Recreation,2017,IN,108521125.0,120310.0,65,30,54
Evansville Department of Parks and Recreation,2016,IN,108521125.0,120310.0,65,30,54
Evansville Department of Parks and Recreation,2014,IN,108521125.0,120310.0,65,30,54
Evansville Department of Parks and Recreation,2015,IN,108521125.0,120310.0,65,30,54
Columbus Indiana Parks and Recreation Department,2014,IN,,45775.0,19,18,
Columbus Indiana Parks and Recreation Department,2016,,,,,,
Columbus Indiana Parks and Recreation Department,2017,IN,49664224.0,46850.0,21,10,93
Columbus Indiana Parks and Recreation Department,2022,IN,9855973.0,50569.0,23,3,83
Columbus Indiana Parks and Recreation Department,2021,IN,8674291.0,49206.0,23,3,83
Columbus Indiana Parks and Recreation Department,2020,IN,49664224.0,46850.0,21,10,93
Monmouth County Parks System,2020,NJ,347635388.0,640000.0,43,,"13,108"
Monmouth County Parks System,2018,NJ,32000000.0,626351.0,40,134,432
Monmouth County Parks System,2014,NJ,,630380.0,,,
Monmouth County Parks System,2013,NJ,,630380.0,42,0,
Warren (Somerset Co) (Township of),2014,NJ,17928302.0,15885.0,,,
High Point Parks and Recreation Department,2019,NC,,,41,2,
High Point Parks and Recreation Department,2020,NC,380170113.0,112791.0,41,99,168
High Point Parks and Recreation Department,2021,NC,380170113.0,112791.0,41,99,168
High Point Parks and Recreation Department,2022,NC,380170113.0,112791.0,41,99,170
Trumbull County MetroParks,2020,OH,102000.0,205000.0,14,,1
Trumbull County MetroParks,2021,OH,95000.0,205000.0,14,,1
Trumbull County MetroParks,2022,OH,120000.0,205000.0,14,,1
Trumbull County MetroParks,2019,OH,137000.0,205000.0,14,,1
Trumbull County MetroParks,2018,OH,95000.0,205000.0,8,,1
Trumbull County MetroParks,2017,OH,105000.0,210000.0,8,8,2
Trumbull County MetroParks,2016,OH,115000.0,200000.0,8,8,1
Trumbull County MetroParks,2014,OH,95000.0,206000.0,8,14,2
Trumbull County MetroParks,2015,OH,110000.0,205175.0,8,15,1
Mendota Heights (City of),2013,MN,7000000.0,11000.0,19,0,5
Moscow (City of) Parks and Recreation,2018,ID,2902580.0,24000.0,16,8,15
Moscow (City of) Parks and Recreation,2019,ID,3504097.0,25322.0,31,14,56
Moscow (City of) Parks and Recreation,2021,ID,,,,,
Kirkwood Parks and Recreation,2022,MO,1747870.0,29000.0,14,3,14
Kirkwood Parks and Recreation,2018,MO,3591000.0,27540.0,13,1,54
Kirkwood Parks and Recreation,2016,MO,3510746.0,27540.0,14,0,41
Kirkwood Parks and Recreation,2017,MO,4007808.0,27540.0,14,0,41
Kirkwood Parks and Recreation,2013,MO,25108200.0,27596.0,14,2,38
Kirkwood Parks and Recreation,2015,MO,3466644.0,27540.0,14,0,41
Wentzville (City of) Parks and Recreation,2015,MO,61467753.0,35603.0,15,0,62
Wentzville (City of) Parks and Recreation,2014,MO,,33000.0,11,4,
Wentzville (City of) Parks and Recreation,2017,MO,56458249.0,37395.0,17,2,66
Wentzville (City of) Parks and Recreation,2016,MO,54455532.0,35603.0,15,0,64
Wentzville (City of) Parks and Recreation,2018,MO,58400555.0,36727.0,17,2,68
Wentzville (City of) Parks and Recreation,2019,MO,58671827.0,39660.0,18,2,73
Wentzville (City of) Parks and Recreation,2022,MO,105885176.0,44372.0,20,2,83
Wentzville (City of) Parks and Recreation,2020,MO,66259336.0,40789.0,19,2,75
Wentzville (City of) Parks and Recreation,2021,MO,107953813.0,42296.0,19,2,72
San Antonio Parks and Recreation Department,2021,TX,2286377862.0,1434625.0,258,0,622
Longmont (City of),2015,CO,,,,,
San Benito (City of) Parks and Recreation Department,2014,TX,11348360.0,24374.0,8,5,21
San Benito (City of) Parks and Recreation Department,2018,TX,653000.0,24528.0,9,2,13
San Benito (City of) Parks and Recreation Department,2016,TX,503309.0,24250.0,9,2,18
Stamford Parks and Recreation,2017,CT,8000000.0,130000.0,0,0,456
Stamford Parks and Recreation,2019,,,,,,
Stamford Parks and Recreation,2021,CT,,135000.0,,,
Siler City Parks and Recreation,2014,NC,,,,,
Delray Beach (City of) Parks and Recreation,2014,FL,179771053.0,61801.0,40,4,100
Delray Beach (City of) Parks and Recreation,2015,FL,167746000.0,62700.0,40,4,106
Delray Beach (City of) Parks and Recreation,2018,FL,,64127.0,57,,
Delray Beach (City of) Parks and Recreation,2017,FL,167746000.0,62700.0,40,4,106
King County Parks and Recreation,2020,WA,5500000000.0,2200000.0,,,
Stanton Parks and Recreation,2015,CA,32773142.0,38186.0,,,
Manassas (City of),2014,VA,328491492.0,41705.0,15,3,2
Jackson (City of) - Dep of Parks and Recreation,2014,MS,8298993.0,173997.0,,,
Salt Lake County Parks and Recreation,2015,UT,32000000.0,1500000.0,,,0
Salt Lake County Parks and Recreation,2016,UT,58000000.0,1080000.0,,,
Maplewood (City of) Parks and Recreation,2014,MN,33201500.0,39765.0,36,14,34
Loveland Parks and Recreation,2014,CO,11887914.0,71985.0,29,72,514
Loveland Parks and Recreation,2016,CO,13709367.0,74000.0,32,28,
Loveland Parks and Recreation,2017,CO,15466372.0,74427.0,32,20,84
Loveland Parks and Recreation,2018,CO,227668913.0,75655.0,35,20,135
Loveland Parks and Recreation,2019,CO,261711987.0,75840.0,38,27,142
Loveland Parks and Recreation,2020,CO,261711987.0,75840.0,38,27,142
Loveland Parks and Recreation,2021,CO,268085302.0,76972.0,38,27,144
Loveland Parks and Recreation,2022,CO,254200332.0,77194.0,35,27,158
South Orange Village Recreation and Cultural Affairs,2014,NJ,33839427.0,16500.0,11,0,5
South Orange Village Recreation and Cultural Affairs,2015,NJ,1600000.0,16500.0,9,0,118
New Hanover Township,2014,PA,4552089.0,10939.0,10,3,1
Doral (City of),2014,FL,15040198.0,50213.0,6,1,
Doral (City of),2019,FL,,,,,
Doral (City of),2017,,,,,,
Doral (City of),2016,FL,15040198.0,50213.0,6,1,
Doral (City of),2022,FL,6494611.0,70420.0,9,0,
Doral (City of),2020,FL,6494611.0,70420.0,9,0,
DANVILLE PARKS and RECREATION,2020,IN,900000.0,9001.0,6,2,6
DANVILLE PARKS and RECREATION,2017,IN,900000.0,9001.0,6,2,11
DANVILLE PARKS and RECREATION,2018,IN,8500000.0,9001.0,4,1,8
DANVILLE PARKS and RECREATION,2014,IN,,,4,0,6
DesMoines (City of),2020,IA,11926538.0,214237.0,76,,60
DesMoines (City of),2021,IA,11926538.0,214237.0,76,,60
American Canyon (City of) Parks and Recreation,2014,CA,3177872.0,20001.0,,,21
American Canyon (City of) Parks and Recreation,2017,CA,4800000.0,20000.0,18,0,30
American Canyon (City of) Parks and Recreation,2016,CA,2600000.0,20125.0,,,
Stockton (City of) Community Services Department,2016,CA,589889387.0,307072.0,,,
Stockton (City of) Community Services Department,2017,CA,,307072.0,,,
Stockton (City of) Community Services Department,2018,CA,8780000.0,310500.0,,,
Stockton (City of) Community Services Department,2019,CA,759613000.0,312000.0,0,0,74
Stockton (City of) Community Services Department,2014,CA,,298198.0,67,0,24
Stockton (City of) Community Services Department,2021,,,,,,
Ellensburg (City of) Parks and Recreation Department,2019,WA,15742000.0,20977.0,,,
Aberdeen Parks and Recreation Department,2015,NC,7245032.0,7131.0,,,5
Milliken Parks (Town of),2014,CO,6431522.0,6000.0,15,16,6
East Haddam Parks and Rec,2014,CT,8221225.0,9126.0,9,1,1
East Haddam Parks and Rec,2015,CT,102422.0,9120.0,9,1,1
East Haddam Parks and Rec,2017,CT,,9120.0,10,1,1
East Haddam Parks and Rec,2016,CT,31150888.0,9120.0,9,1,1
Wilsonville (City of) Parks and Recreation,2017,OR,3100000.0,24000.0,16,3,17
Plano (City of) Parks and Recreation Department,2017,TX,29289638.0,286057.0,85,44,213
Plano (City of) Parks and Recreation Department,2016,TX,23499061.0,266600.0,81,12,296
Plano (City of) Parks and Recreation Department,2019,TX,320848897.0,286057.0,85,,293
Plano (City of) Parks and Recreation Department,2018,TX,528047805.0,281390.0,85,45,288
Plano (City of) Parks and Recreation Department,2015,TX,23499061.0,266600.0,81,12,296
Plano (City of) Parks and Recreation Department,2013,TX,23499061.0,266600.0,83,0,296
Plano (City of) Parks and Recreation Department,2014,TX,23299061.0,266857.0,84,78,433
Plano (City of) Parks and Recreation Department,2011,TX,24527031.0,265000.0,81,0,316
Plano (City of) Parks and Recreation Department,2012,TX,23646034.0,265000.0,81,0,296
Plano (City of) Parks and Recreation Department,2010,TX,23375250.0,259841.0,81,0,
Plano (City of) Parks and Recreation Department,2020,TX,320848897.0,286057.0,85,12,293
Plano (City of) Parks and Recreation Department,2021,TX,320848897.0,286057.0,85,12,229
Plano (City of) Parks and Recreation Department,2022,TX,699000000.0,286980.0,85,48,318
Tacoma (Metro) Parks,2022,WA,65518389.0,219205.0,75,,540
Tacoma (Metro) Parks,2020,WA,80470665.0,215000.0,69,1,541
Tacoma (Metro) Parks,2021,WA,60597397.0,214700.0,69,1,454
Tacoma (Metro) Parks,2014,WA,44981544.0,200526.0,62,14,408
Tacoma (Metro) Parks,2015,WA,46394738.0,203000.0,62,14,491
Tacoma (Metro) Parks,2018,WA,80470665.0,215000.0,69,1,541
Tacoma (Metro) Parks,2019,WA,59926606.0,213418.0,69,21,570
Tacoma (Metro) Parks,2017,WA,80470665.0,215000.0,,,512
Augusta County Parks and Recreation,2018,VA,90805635.0,75144.0,6,1,10
Carbon Valley Park and Recreation District,2014,CO,3944784.0,27585.0,8,2,27
Mountain View (City of) Community Services,2014,CA,97978612.0,77940.0,40,0,126
Mountain View (City of) Community Services,2015,CA,105589004.0,77914.0,40,1,128
Mountain View (City of) Community Services,2016,CA,114932746.0,80435.0,40,7,129
Wellington Parks and Recreation,2016,FL,64001500.0,59276.0,28,2,55
Wellington Parks and Recreation,2017,FL,68670156.0,59276.0,28,2,62
Wellington Parks and Recreation,2018,FL,73167940.0,59276.0,28,2,60
Wellington Parks and Recreation,2019,FL,71761000.0,62927.0,28,2,58
Wellington Parks and Recreation,2015,FL,76950000.0,59276.0,28,2,46
Wellington Parks and Recreation,2021,FL,77750000.0,62927.0,28,2,55
Wellington Parks and Recreation,2022,FL,77750000.0,62927.0,28,2,55
Bellevue (City of),2015,NE,500000.0,60000.0,25,0,
Bellevue (City of),2018,NE,633754.0,52000.0,,,
Heritage Todd Creek,2015,CO,,,,,
Benson (City of),2015,AZ,19961356.0,5105.0,4,4,5
Benson (City of),2014,AZ,19961356.0,5105.0,3,2,5
Benson (City of),2012,AZ,19571759.0,,,,3
Benson (City of),2011,AZ,311408.0,5105.0,3,2,4
Benson (City of),2021,AZ,2220000.0,5355.0,,,
American Samoa Parks and Recreation,2015,PE,850000.0,65000.0,13,5,29
American Samoa Parks and Recreation,2017,PE,850500.0,65000.0,15,0,22
Port Washington Adult Community Senior Center,2016,,,,,,
Port Washington Adult Community Senior Center,2021,WI,,,,,0
Lake Mary (City of) Parks and Recreation  ,2021,FL,3605973.0,17449.0,13,7,38
Lake Mary (City of) Parks and Recreation  ,2020,FL,3025861.0,16000.0,13,7,38
Lake Mary (City of) Parks and Recreation  ,2016,FL,31443233.0,15905.0,12,5,41
Lake Mary (City of) Parks and Recreation  ,2018,FL,4538876.0,16000.0,13,7,38
Lake Mary (City of) Parks and Recreation  ,2019,FL,4538876.0,16000.0,13,7,38
Lake Mary (City of) Parks and Recreation  ,2015,FL,20350000.0,15000.0,26,4,35
Lake Mary (City of) Parks and Recreation  ,2014,FL,20350000.0,15000.0,26,4,35
Rohnert Park (City of) Community Services,2014,,27264207.0,42262.0,26,10,26
Rohnert Park (City of) Community Services,2015,CA,27264207.0,42262.0,24,10,26
Smithville (City of) Parks,2015,MO,410447.0,9400.0,6,1,3
Smithville (City of) Parks,2009,MO,358402.0,8954.0,7,2,3
Smithville (City of) Parks,2019,MO,597840.0,10249.0,8,3,5
Smithville (City of) Parks,2016,MO,458747.0,10593.0,8,3,4
Smithville (City of) Parks,2017,MO,449000.0,10593.0,8,3,6
Smithville (City of) Parks,2020,MO,646880.0,10795.0,8,3,6
Smithville (City of) Parks,2021,MO,15229880.0,10406.0,9,3,6
Smithville (City of) Parks,2022,MO,11095982.0,10406.0,9,3,6
Canton Parks and Recreation,2015,MA,,,,,
SPAR/City of Shreveport,2018,LA,17494000.0,192036.0,,,
Orangevale Recreation and Park District,2014,CA,2546530.0,33960.0,,,
Redwood City (City of),2014,CA,14475362.0,76802.0,,,
Redwood City (City of),2020,CA,19778525.0,86200.0,34,12,119
Pulaski County WOW Coalition,2017,KY,,,,,
Columbine Knolls Grove Metropolitan Recreation District,2019,CO,600961.0,2958.0,,,
Waco (City of) Parks and Recreation,2016,TX,11056307.0,130194.0,51,20,118
Waco (City of) Parks and Recreation,2014,TX,110929866.0,129030.0,60,0,141
Waco (City of) Parks and Recreation,2015,TX,9201209.0,130194.0,51,20,118
Steamboat Springs (City of) Parks and Community Services,2014,CO,30867995.0,12100.0,28,8,49
Henderson Parks and Recreation,2014,KY,90261000.0,28832.0,14,6,25
Henderson Parks and Recreation,2015,KY,90261000.0,28832.0,14,6,25
Henderson Parks and Recreation,2016,KY,80747000.0,28890.0,14,6,25
Henderson Parks and Recreation,2017,KY,2144960.0,28890.0,14,6,25
Henderson Parks and Recreation,2019,KY,2144960.0,28890.0,16,4,19
Henderson Parks and Recreation,2018,KY,2144960.0,28890.0,14,6,25
Henderson Parks and Recreation,2020,KY,71148000.0,28432.0,16,4,18
Henderson Parks and Recreation,2021,,,,,,
Henderson Parks and Recreation,2022,KY,78034000.0,28890.0,14,6,24
S Charles County Parks and Recreation,2021,MO,,,,,
S Charles County Parks and Recreation,2018,MO,7654662.0,390918.0,19,0,67
S Charles County Parks and Recreation,2016,MO,23191260.0,385590.0,20,0,70
S Charles County Parks and Recreation,2015,MO,179028183.0,373495.0,18,0,63
S Charles County Parks and Recreation,2014,MO,157524071.0,373495.0,18,0,63
NYC Parks,2022,NY,693656493.0,8804190.0,"1,446","2,828","6,928"
NYC Parks,2020,NY,815674605.0,8336817.0,"1,446","2,827","11,330"
NYC Parks,2023,NY,101124000000.0,8467513.0,"1,543","2,733","4,541,400"
Arizona State Parks,2022,AZ,,,,,
Arizona State Parks,2014,AZ,28297000000.0,6731484.0,31,0,154
Arizona State Parks,2015,AZ,29103000000.0,6731484.0,32,0,161
Arizona State Parks,2013,AZ,28540000000.0,6634997.0,31,0,148
Arizona State Parks,2011,AZ,29347720400.0,6472867.0,32,0,246
Arizona State Parks,2012,AZ,26883064100.0,6556236.0,31,0,238
Arizona State Parks,2016,AZ,34511699800.0,6931071.0,32,1,161
Arizona State Parks,2017,AZ,36132254400.0,7016270.0,35,1,231
Arizona State Parks,2018,AZ,42026000000.0,7171646.0,35,1,168
Monona (City of),2018,WI,,8104.0,,,
Monona (City of),2019,WI,7421310.0,8045.0,20,4,25
